"Time,fr","Time,min",cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25
126,125.935454,171.52,148.864,185.514,188.849,136.996,170.527,157.272,182.708,160.197,129.958,146.01,159.783,173.565,155.308,237.008,229.152,133.641,168.06,229.213,231.528,174.61,226.518,228.18,242.522,227.156
127,126.9349417,173.786,153.183,185.468,187.597,137.051,167.282,158.514,187.047,163.645,129.312,140.03,167.748,171.571,155.065,233.413,233.62,123.482,163.995,235.273,234.725,177.779,221.011,227.776,247.482,221.706
128,127.9344294,168.712,153.103,189.625,190.353,136.657,171.424,154.127,186.351,161.048,130.155,141.792,161.771,168.172,155.89,232.86,230.603,128.077,165.007,231.994,236.091,177.303,225.666,230.271,247.247,224.489
129,128.9339172,172.112,155.107,186.958,188.917,138.456,171.669,160.488,185.815,165.696,128.651,142.005,159.39,161.954,157.807,237.29,231.043,128.484,162.944,228.339,235.006,178.303,229.25,229.732,251.986,221.564
130,129.9334049,171.745,154.707,188.567,188.494,134.335,168.92,158.257,184.117,164.607,124.971,144.684,160.266,177.334,156.252,236.723,233.379,130.993,167.184,229.084,235.106,174.385,225.648,228.451,249.7,226.224
131,130.9328926,173.284,154.841,184.115,191.259,133.682,173.873,156.222,184.866,167.204,129.409,143.327,161.246,171.047,161.108,236.344,229.516,135.143,167.034,228.763,233.082,174.898,225.86,226.635,249.391,225.529
132,131.9323804,170.401,154.024,183.701,188.027,138.178,172.843,157.382,187.24,161.724,127.533,140.798,161.868,177.216,157.006,234.788,233.307,131.075,168.596,226.907,233.884,176.938,227.148,231.108,247.786,227.882
133,132.9318681,175.242,150.686,189.418,196.398,136.654,171.283,156.371,188.582,158.614,129.463,139.929,166.71,175.465,155.883,240.732,226.729,130.011,164.436,233.477,235.458,173.597,230.838,227.06,244.452,224.34
134,133.9313558,171.746,151.638,183.871,190.101,136.212,172.035,157.684,184.89,164.197,127.626,139.627,160.012,174.903,157.189,236.482,232.551,125.997,172.489,235.35,233.934,171.651,226.338,228.528,249.416,223.089
135,134.9308436,169.055,154.148,185.64,183.968,136.06,172.517,159.755,182.666,163.39,130.605,140.317,160.979,170.651,154.863,232.437,234.095,128.47,163.114,235.138,235.219,173.834,228.79,225.415,246.175,220.281
136,135.9303313,169.535,157.153,188.654,186.097,138.731,171.814,160.268,184.754,161.602,127.863,137.605,157.949,162.084,149.826,247.32,227.613,125.849,165.716,230.168,235.309,172.002,224.431,228.961,249.566,221.538
137,136.929819,172.742,154.769,184.099,189.829,134.806,172.111,155.352,184.877,172.157,129.291,135.911,162.108,170.347,154.324,236.012,232.922,130.497,170.862,227.315,234.223,171.693,225.86,225.483,244.406,221.218
138,137.9293067,178.438,156.874,180.784,190.962,135.002,169.714,158.897,184.518,167.444,133.547,144.209,161.511,174.882,152.344,238.923,232.473,128.094,165.678,235.076,234.651,176.623,231.09,230.864,250.38,225.521
139,138.9287945,170.311,151.888,187.183,184.983,139.32,174.484,158.534,188.422,165.524,129.639,141.352,160.246,173.944,162.092,235.816,231.349,129.474,172.343,235.544,234.89,175.036,227.229,224.883,247.659,222.469
140,139.9282822,172.592,154.843,186.927,181.534,132.419,172.703,154.888,183.968,165.733,133.033,138.763,161.191,167.908,155.762,236.49,230.567,126.037,166.066,231.073,233.152,175.864,220.944,224.646,253.024,222.23
141,140.9277699,172.658,155.523,184.923,189.271,132.929,171.143,158.811,185.423,164.292,132.683,137.209,159.117,171.746,158.733,241.93,236.856,133.778,171.859,229.788,234.778,172.307,232.557,227.088,254.602,223.616
142,141.9272577,172.557,155.031,185.353,189.206,131.915,172.702,159.155,184.043,167.794,126.255,139.391,161.07,173.371,155.506,241.004,231.897,130.472,170.692,235.341,237.161,174.554,230.56,225.446,247.977,221.59
143,142.9267454,169.749,155.269,180.422,189.612,136.895,177.931,156.38,183.938,165.277,134.705,136.445,165.122,169.374,156.336,240.999,233.087,128.954,175.928,234.269,238.919,175.852,232.91,230.681,246.418,226.157
144,143.9262331,171.407,156.066,184.828,186.339,130.891,172.812,155.872,184.444,162.4,124.815,139.127,159.252,170.985,155.662,236.688,227.725,131.794,171.688,226.769,234.144,171.775,223.658,227.151,248.361,220.871
145,144.9257209,170.357,153.712,184.623,188.645,132.451,175.384,159.638,181.465,165.319,127.444,139.624,158.367,168.271,152.767,242.88,232.079,130.148,169.822,229.628,233.786,174.264,225.09,225.843,247.107,221.477
146,145.9252086,174.875,155.469,187.768,183.073,132.406,171.628,157.803,183.149,168.634,128.972,138.508,159.312,171.496,153.499,233.923,235.282,126.19,171.773,233.008,233.142,174.887,228.298,227.749,247.463,217.64
147,146.9246963,173.42,152.464,183.18,189.439,131.289,172.817,156.456,182.545,162.626,127.829,138.513,160.694,174.277,158.322,236.561,234.649,127.42,173.26,231.117,232.552,174.41,221.501,221.802,246.576,220.999
148,147.924184,171.697,155.253,182.42,189.501,128.418,174.746,157.462,182.929,170.515,133.203,137.045,160.234,171.156,153.122,242.005,229.369,128.936,176.216,234.115,235.237,174.358,216.039,224.974,244.905,222.061
149,148.9236718,175.463,155.558,184.211,182.809,132.606,180.298,156.935,183.472,167.124,128.543,139.778,156.161,170.218,157.44,242.044,231.799,132.718,174.016,232.664,234.969,178.154,226.043,223.926,249.683,224.447
150,149.9231595,171.801,154.707,188.269,189.25,130.221,174.047,154.801,179.52,162.396,132.277,137.887,160.621,169.912,154.922,245.355,230.95,126.294,172.558,236.004,233.706,176.019,226.886,224.507,243.945,222.519
151,150.9226472,174.152,151.154,184.948,184.752,131.516,174.339,155.744,183.708,172.353,130.215,136.771,156.808,176.469,156.018,233.556,229.355,125.021,168.577,232.756,234.003,174.98,222.579,222.395,247.55,223.121
152,151.922135,174.006,155.754,183.034,189.728,134.789,175.625,151.229,183.033,169.656,128.422,136.257,156.387,169.619,152.357,244.138,224.899,126.831,175.544,229.425,232.146,176.311,228.786,224.493,251.935,224.173
153,152.9216227,173.994,152.094,184.445,192.692,132.083,176.977,156.625,182.354,172.157,129.51,139.11,157.113,174.153,161.805,238.164,236.032,127.564,172.403,228.367,231.92,177.898,221.697,222.432,242.909,222.524
154,153.9211104,169.419,153.159,182.382,187.228,128.812,177.178,155.463,182.074,168.718,126.656,139.035,164.099,180.268,158.674,240.663,227.242,133.448,173.684,224.997,230.252,176.305,229.053,219.908,248.216,215.62
155,154.9205982,172.367,155.869,183.851,196.277,131.173,173.468,152.803,177.43,163.063,133.253,135.58,157.408,172.482,151.442,241.969,223.224,128.833,176.021,233.436,233.67,167.568,225.405,219.673,247.897,217.663
156,155.9200859,174.378,155.448,186.885,187.258,131.289,176.937,150.971,179.298,165.807,128.35,133.895,160.055,171.216,157.063,241.096,231.996,135.296,170.944,227.79,233.495,173.379,232.447,225.053,250.94,223.346
157,156.9195736,173.103,157.225,183.147,194.715,131.569,179.755,154.858,180.154,164.544,129.344,135.343,162.073,176.492,158.885,238.43,231.451,131.392,173.257,229.817,231.822,176.781,224.791,222.387,243.886,224.221
158,157.9190613,173.466,152.481,188.753,190.337,131.351,177.745,155.834,179.883,164.647,125.535,136.396,155.86,176.532,156.422,240.146,224.692,131.007,174.977,227.55,233.99,179.194,231.642,222.917,249.276,220.695
159,158.9185491,172.416,156.203,182.829,187.958,131.783,173.18,150.664,179.684,162.165,131.251,133.262,153.497,167.172,154.448,240.141,229.603,124.136,170.669,234.176,235.532,173.877,225.335,220.586,246.746,221.026
160,159.9180368,174.322,150.666,184.145,197.12,130.211,177.336,153.488,185.567,171.084,124.141,131.849,157.949,168.7,158.009,241.189,231.912,129.378,180.708,236.787,231.095,173.346,220.018,223.149,249.606,222.877
161,160.9175245,176.122,155.764,184.562,190.439,127.939,176.584,153.861,182.72,167.321,127.504,136.473,156.06,171.007,154.331,241.875,230.02,129.045,176.535,234.21,228.884,172.722,227.135,220.751,251.354,218.905
162,161.9170123,174.273,158.976,181.938,186.798,132.081,179.019,159.308,180.972,171.74,132.013,135.537,157.737,171.979,156.167,242.047,233.022,130.374,176.478,227.646,233.761,174.146,231.542,227.388,249.795,223.835
163,162.9165,174.411,155.238,183.189,197.766,132.282,183.09,158.225,184.299,167.089,133.01,136.96,157.902,173.03,154.838,241.13,232.882,130.036,174.191,231.964,234.148,176.478,217.894,221.406,245.026,222.31
164,163.9159877,174.278,153.881,185.444,192.072,133.502,179.913,156.969,181.788,167.974,127.467,138.925,155.71,178.626,156.145,238.877,230.981,133.661,177.081,233.674,231.823,170.951,230.458,225.01,249.808,222.487
165,164.9154755,174.584,156.965,181.189,192.265,130.151,182.651,157.117,183.299,165.722,131.003,135.936,159.139,178.81,159.389,244.849,237.723,131.893,178.606,224.531,232.714,176.947,230.635,225.048,248.63,220.805
166,165.9149632,175.013,155.359,185.392,190.349,129.041,177.77,154.328,180.121,164.507,128.106,135.738,158.813,176.152,155.898,244.501,229.562,129.32,173.888,233.6,232.667,175.977,224.079,220.03,246.468,219.456
167,166.9144509,169.052,155.943,184.289,191.291,128.49,177.66,155.452,183.275,168.203,131.574,135.998,158.192,172.229,153.287,239.714,232.567,129.939,178.953,235.469,229.33,176.308,228.551,223.489,252.147,222.765
168,167.9139387,174.067,157.737,182.455,190.104,132.749,182.221,158.711,182.316,166.43,132.003,137.792,158.253,172.012,155.813,238.874,231.089,134.025,179.438,233.34,233.063,177.984,228.753,223.556,253.026,213.091
169,168.9134264,174.286,153.201,184.43,189.786,131.508,184.507,153.631,184.284,166.686,129.791,138.152,160.755,176.058,158.241,243.586,229.317,133.091,180.12,233.609,233.859,174.829,221.235,225.596,254.241,218.057
170,169.9129141,175.642,154.22,181.755,194.703,131.102,183.777,157.107,186.18,165.415,128.927,133.334,162.182,180.177,161.127,244.4,232.645,131.126,178.854,228.356,236.988,177.876,230.109,221.704,253.321,222.223
171,170.9124018,174.069,152.215,182.466,190.231,129.173,177.014,155.412,179.682,170.558,130.645,136.099,158.331,173.364,154.45,242.997,229.832,134.113,179.254,233.652,233.48,179.826,227.953,221.47,241.464,219.658
172,171.9118896,178.719,157.583,183.534,190.927,132.843,178.542,152.671,182.731,173.459,129.87,138.081,161.276,173.874,156.426,242.405,226.988,134.359,181.149,238.57,235.011,176.383,220.262,223.245,244.642,220.978
173,172.9113773,172.866,152.061,185.201,194.473,129.979,181.187,157.127,178.519,176.365,127.609,138.373,161.062,181.509,159.355,244.573,231.583,129.712,176.586,232.961,233.705,181.011,223.235,224.637,250.593,227.338
174,173.910865,176.474,153.249,183.792,196.878,133.223,178.237,153.689,181.281,171.149,134.221,137.955,160.159,175.133,158.695,250.771,232.782,133.463,178.793,233.134,234.645,177.968,223.881,219.555,248.697,219.828
175,174.9103528,177.066,157.245,182.13,195.165,132.341,183.801,159.918,181.088,170.563,130.963,133.73,161.209,174.67,157.853,245.758,226.264,136.475,181.926,226.746,233.774,173.215,226.672,221.872,250.696,219.95
176,175.9098405,172.928,157.717,182.93,192.419,133.177,178.26,154.777,183.383,171.979,133.743,134.406,157.749,171.601,155.156,248.343,230.185,132.439,178.926,232.081,234.771,176.728,231.917,223.188,246.145,219.93
177,176.9093282,175.684,156.301,185.934,189.5,130.395,177.403,156.672,178.368,172.621,132.499,134.017,156.713,167.165,153.641,241.281,229.131,134.548,172.871,230.799,236.944,170.283,232.121,222.432,247.316,218.453
178,177.908816,174.391,155.455,183.393,190.813,131.898,179.59,158.81,183.517,161.22,130.632,137.275,161.825,174.122,153.356,238.968,233.852,137.576,178.29,229.897,234.044,170.019,226.841,223.928,244.306,216.277
179,178.9083037,176.42,157.428,181.952,180.926,129.658,175.533,158.016,181.281,172.508,127.468,136.858,156.017,171.794,153.921,248.727,233.486,127.45,176.073,235.863,233.58,174.69,226.825,224.113,247.931,216.206
180,179.9077914,164.948,156.258,183.651,146.28,123.217,154.519,166.467,175.916,132.292,126.084,101.393,141.094,127.472,115.038,258.398,223.959,65.286,174.127,232.571,240.743,155.753,225.276,208.535,237.719,210.137
181,180.9072791,166.371,152.916,187.522,178.292,129.755,179.216,154.741,180.21,163.432,137.518,113.439,157.184,170.003,151.572,250.062,230.915,104.423,180.553,234.544,232.289,176.06,229.215,216.692,240.914,215.769
182,181.9067669,170.116,153.219,183.201,191.455,129.783,185.574,147.172,176.767,177.22,128.388,133.113,159.574,190.479,169.12,251.438,230.602,121.55,177.518,235.775,233.527,179.393,221.201,218.829,237.136,214.606
183,182.9062546,167.598,152.519,180.419,202.527,137.904,196.113,143.854,170.835,186.066,132.798,132.45,163.907,209.303,175.717,245.993,229.18,138.554,200.033,236.551,228.471,186.604,218.553,213.733,250.911,214.543
184,183.9057423,159.983,156.685,180.387,188.597,128.822,186.67,147.493,173.015,183.068,127.673,124.903,158.03,191.496,171.386,249.809,238.807,112.669,203.749,244.46,231.568,190.259,224.275,214.531,240.506,216.56
185,184.9052301,158.356,157.829,180.084,191.543,128.299,196.869,148.236,176.304,176.185,133.92,118.408,161.643,206.935,167.41,242.502,238.649,109.244,206.743,243.918,235.878,192.539,225.25,210.052,240.251,211.617
186,185.9047178,161.72,157.777,176.814,191.562,128.862,193.239,149.108,172.985,169.186,137.135,113.238,157.474,206.128,165.362,247.5,244.321,105.177,204.006,242.607,234.242,199.92,220.326,208.58,237.429,215.749
187,186.9042055,162.715,156.671,173.535,196.04,125.457,215.909,145.4,171.745,154.137,138.331,105.338,161.628,210.065,174.828,245.779,240.962,110.433,216.266,246.725,233.573,201.644,215.053,204.451,232.7,211.467
188,187.9036933,156.971,157.371,180.203,206.192,130.785,208.889,145.367,174.4,168.893,135.351,108.641,164.176,213.158,168.584,247.044,243.649,119.446,224.971,249.58,235.141,203.92,225.747,202.446,234.011,213.653
189,188.903181,158.242,160.067,171.617,196.654,124.225,219.604,149.405,171.938,167.844,137.311,108.837,163.808,212.846,170.247,246.517,247.103,105.336,226.323,240.444,237.886,198.615,223.835,205.561,228.671,213.869
190,189.9026687,153.42,158.65,177.396,187.688,126.261,215.534,147.477,173.613,156.411,134.005,102.711,165.502,212.314,166,249.642,249.316,106.793,223.266,250.021,233.481,202.37,225.379,206.538,229.973,214.315
191,190.9021564,157.771,160.35,173.663,198.912,122.921,205.382,144.449,176.982,162.728,135.376,103.395,165.246,200.719,166.797,247.448,244.155,106.801,218.238,246.974,236.731,199.483,222.42,206.941,233.603,216.555
192,191.9016442,156.214,156.39,179.464,191.734,119.777,207.904,147.096,174.24,159.359,136.344,102.109,162.923,203.054,174.327,245.284,245.863,107.518,218.293,248.743,238.025,198.167,224.548,206.805,230.622,221.173
193,192.9011319,154.342,160.418,174.182,198.085,123.066,201.025,147.974,170.431,165.624,139.189,105.135,161.079,200.093,171.619,249.776,242.448,106.819,220.717,252.489,232.948,197.689,227.3,208.781,225.069,205.08
194,193.9006196,158.472,158.376,176.498,196.975,125.17,200.694,149.591,173.722,164.149,137.824,102.694,162.832,199.011,164.771,246.045,244.318,106.911,219.516,248.382,238.076,193.079,227.513,203.947,227.276,209.501
195,194.9001074,150.988,159.094,173.661,195.009,123.226,199.45,149.619,172.567,158.937,132.867,104.414,161.13,200.309,168.48,248.35,244.571,109.596,215.222,250.459,234.114,196.04,225.907,207.761,230.36,209.194
196,195.8995951,155.879,157.521,173.986,192.79,123.712,203.329,149.636,173.598,164.597,136.098,107.191,156.469,199.462,162.823,248.037,241.229,107.639,209.462,243.33,237.276,193.389,217.906,211.134,229.294,204.218
197,196.8990828,142.276,158.988,169.042,184.729,121.855,199.692,145.835,170.347,146.474,135.326,94.62,165.518,203.333,165.738,240.125,237.343,92.493,217.874,247.123,229.759,195.356,216.695,201.898,222.088,211.554
198,197.8985706,149.157,159.575,173.154,182.395,123.13,193.191,141.281,168.094,147.519,136.936,90.393,157.835,191.634,165.837,243.065,236.036,84.118,213.729,245.153,235.724,196.658,219.884,197.031,217.979,204.746
199,198.8980583,146.525,160.018,162.165,196.911,116.238,199.696,145.389,163.403,166.762,137.359,73.781,158.878,198.116,165.666,243.102,235.268,100.266,229.058,248.657,231.679,197.496,209.291,198.6,219.85,201.414
200,199.897546,174.149,172.88,168.937,147.512,107.198,192.71,163.555,158.026,138.226,109.77,99.524,155.083,135.224,112.604,276.318,222.283,83.771,232.84,224.534,242.228,163.967,228.126,182.606,227.988,209.892
201,200.8970337,152.502,171.681,159.819,162.914,111.95,201.485,159.838,149.018,87.63,93.591,71.971,153.559,151.221,127.776,267.808,223.469,130.382,186.634,225.279,236.463,165.333,236.49,190.786,232.294,208.807
202,201.8965215,156.215,164.851,160.93,181.421,103.875,227.196,154.5,155.57,171.301,142.264,104.364,157.538,191.283,156.893,231.546,223.169,152.394,227.597,226.378,236.03,189.358,224.531,199.779,224.932,207.37
203,202.8960092,116.107,101.085,91.623,159.088,147.494,320.239,113.327,125.073,155.803,116.615,39.98,129.526,184.073,97.976,141.511,129.413,137.17,150.129,164.069,149.793,187.612,179.991,109.611,128.556,104.51
204,203.8954969,146.836,169.278,162.047,172.209,106.891,24.802,150.093,163.474,107.166,118.783,79.318,154.324,174.031,160.613,243.686,121.302,92.662,20.36,227.774,234.255,124.685,123.096,191.954,223.129,202.304
205,204.8949847,148.652,166.588,168.047,190.335,110.126,210.565,151.353,163.756,124.424,129.909,91.163,161.053,187.552,165.829,240.794,231.246,119.28,222.568,247.262,233.468,193.524,216.578,194.306,218.039,201.057
206,205.8944724,152.498,166.214,163.802,184.253,104.829,212.008,144.474,162.214,128.119,132.083,92.635,161.665,184.779,161.28,247.658,233.715,118.655,223.546,239.978,231.559,192.942,215.204,198.158,221.116,199.289
207,206.8939601,152.836,167.583,167.056,184.662,108.792,212.858,151.278,160.902,122.895,127.776,95.084,162.832,184.077,160.799,239.915,234.471,123.445,225.792,242.294,233.282,190.159,215.619,197.063,220.227,202.228
208,207.8934479,154.453,164.482,167.541,193.552,109.879,209.818,145.338,163.077,125.005,129.68,90.997,160.71,181.893,169.427,243.253,226.402,119.851,226.058,236.061,235.531,189.841,210.24,194.785,214.766,199.03
209,208.8929356,150.898,164.006,166.576,189.727,108.396,210.047,148.083,160.475,127.344,125.85,93.967,162.88,188.808,163.756,244.713,227.639,119.222,222.91,241.62,233.356,191.025,213.211,195.558,211.207,200.063
210,209.8924233,152.717,165.954,160.931,185.572,107.449,209.113,145.847,158.882,129.846,125.777,95.548,168.085,181.672,161.838,243.86,223.836,120.293,226.269,238.846,232.841,193.072,210.709,195.052,218.519,206.179
